id;site;unidade;vida;igv_abertura;bov_fechada;pre_sistema;pre_descarga;pre_oleo;vibracao_1;vibracao_2;vibracao_3;corrente_motor;consumo_motor;temp_oleo;temp_entrada;temp_reserva;temp_espira;temp_mancal_de;temp_mancal_nde;hs_trabalhadas;hs_carga;pre_setpoint;pre_unloadsp;pre_reloadsp;status_ligado;carga_alivio;pronto;alarme;trip;aux_oil_pump_trip;vibration_1_high_alarm;press_oil_l;vibration_2_high_alarm;vibration_3_high_alarm;motor_current_l;oil_supply_temp_high;estag_3_inlet_temp_high;oil_reservoir_temp_l;timestamp
291;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.093750;0.046875;0.164063;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:55
292;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.016875;0.005000;0.101563;0.054688;0.164063;0.625;0.35;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:56
293;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.101563;0.046875;0.164063;0.625;0.35;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:57
294;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005313;0.101563;0.046875;0.164063;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:58
295;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.101563;0.054688;0.164063;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:59
296;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.101563;0.046875;0.164063;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:00
297;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.046875;0.164063;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:01
298;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.101563;0.046875;0.164063;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:02
299;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.054688;0.164063;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:03
300;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.004688;0.101563;0.054688;0.164063;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:04
301;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.054688;0.164063;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:05
302;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.101563;0.054688;0.164063;0.625;0.35;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:06
303;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.005000;0.093750;0.046875;0.156250;0.438;0.25;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:07
304;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.046875;0.156250;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:08
305;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.101563;0.054688;0.164063;0.625;0.35;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:09
306;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.093750;0.046875;0.156250;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:10
307;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.046875;0.164063;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:11
308;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.093750;0.046875;0.156250;0.438;0.25;25;25;35;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:12
309;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.093750;0.046875;0.156250;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:13
310;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.046875;0.156250;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:14
311;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.054688;0.156250;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:15
312;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.101563;0.046875;0.164063;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:16
313;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.101563;0.046875;0.164063;0.563;0.32;25;25;36;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:17
314;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.093750;0.046875;0.156250;0.438;0.25;25;25;36;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:18
315;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.101563;0.046875;0.171875;0.625;0.35;25;25;37;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:19
316;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.054688;0.164063;0.563;0.32;25;25;37;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:20
317;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005313;0.093750;0.054688;0.164063;0.500;0.28;25;25;37;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:21
318;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.054688;0.156250;0.500;0.28;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:22
319;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.004688;0.101563;0.054688;0.164063;0.625;0.35;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:23
320;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.156250;0.563;0.32;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:24
321;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.005313;0.093750;0.054688;0.164063;0.500;0.28;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:25
322;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.101563;0.046875;0.164063;0.625;0.35;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:26
323;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.156250;0.438;0.25;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:27
324;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005313;0.093750;0.046875;0.156250;0.438;0.25;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:28
325;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.016875;0.005000;0.093750;0.046875;0.164063;0.563;0.32;25;25;39;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:29
326;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.046875;0.156250;0.438;0.25;25;25;39;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:30
327;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.101563;0.046875;0.164063;0.563;0.32;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:31
328;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.101563;0.054688;0.164063;0.625;0.35;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:32
329;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.093750;0.046875;0.156250;0.438;0.25;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:33
330;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.101563;0.046875;0.164063;0.563;0.32;25;25;38;33;29;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:34
331;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.101563;0.046875;0.164063;0.563;0.32;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:35
332;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.046875;0.156250;0.500;0.28;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:36
333;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.046875;0.156250;0.438;0.25;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:37
334;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.004688;0.093750;0.054688;0.156250;0.500;0.28;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:38
335;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.085938;0.046875;0.156250;0.438;0.25;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:39
336;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.054688;0.164063;0.563;0.32;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:40
337;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.016875;0.005000;0.101563;0.054688;0.164063;0.563;0.32;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:41
338;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.156250;0.438;0.25;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:42
339;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.085938;0.046875;0.156250;0.438;0.25;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:43
340;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005000;0.093750;0.054688;0.164063;0.563;0.32;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:44
341;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.016875;0.004688;0.101563;0.054688;0.164063;0.625;0.35;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:45
342;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.101563;0.054688;0.164063;0.563;0.32;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:46
343;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.101563;0.054688;0.164063;0.625;0.35;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:47
344;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.054688;0.164063;0.563;0.32;25;25;38;33;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:48
345;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.156250;0.500;0.28;25;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:49
346;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.054688;0.164063;0.563;0.32;25;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:50
347;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.004688;0.101563;0.046875;0.164063;0.625;0.35;25;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:51
348;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.054688;0.164063;0.563;0.32;25;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:52
349;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.164063;0.563;0.32;25;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:53
350;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.101563;0.046875;0.164063;0.563;0.32;25;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:54
351;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.093750;0.046875;0.156250;0.500;0.28;25;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:55
352;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.046875;0.164063;0.563;0.32;25;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:56
353;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;25;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:57
354;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.101563;0.054688;0.164063;0.563;0.32;26;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:58
355;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.101563;0.054688;0.164063;0.563;0.32;26;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 11:59
356;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.101563;0.054688;0.164063;0.563;0.32;26;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:00
357;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.156250;0.500;0.28;26;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:01
358;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.156250;0.500;0.28;26;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:02
359;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.156250;0.500;0.28;26;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:03
360;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:04
361;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.156250;0.438;0.25;26;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:05
362;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.016875;0.005000;0.085938;0.046875;0.156250;0.500;0.28;26;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:06
363;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;25;38;34;29;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:07
364;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;25;38;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:08
365;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;25;38;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:09
366;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.101563;0.054688;0.164063;0.625;0.35;26;25;38;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:10
367;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.148438;0.438;0.25;26;25;38;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:11
368;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.101563;0.054688;0.164063;0.625;0.35;26;25;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:12
369;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.005000;0.101563;0.054688;0.164063;0.563;0.32;26;25;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:13
370;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.101563;0.046875;0.156250;0.500;0.28;26;25;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:14
371;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;25;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:15
372;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.039063;0.156250;0.438;0.25;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:16
373;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.005000;0.093750;0.046875;0.148438;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:17
374;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:18
375;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:19
376;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.054688;0.156250;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:20
377;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.085938;0.039063;0.148438;0.438;0.25;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:21
378;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.093750;0.046875;0.156250;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:22
379;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.156250;0.438;0.25;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:23
380;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:24
381;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.093750;0.054688;0.164063;0.625;0.35;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:25
382;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.156250;0.438;0.25;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:26
383;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.085938;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:27
