id;site;unidade;vida;igv_abertura;bov_fechada;pre_sistema;pre_descarga;pre_oleo;vibracao_1;vibracao_2;vibracao_3;corrente_motor;consumo_motor;temp_oleo;temp_entrada;temp_reserva;temp_espira;temp_mancal_de;temp_mancal_nde;hs_trabalhadas;hs_carga;pre_setpoint;pre_unloadsp;pre_reloadsp;status_ligado;carga_alivio;pronto;alarme;trip;aux_oil_pump_trip;vibration_1_high_alarm;press_oil_l;vibration_2_high_alarm;vibration_3_high_alarm;motor_current_l;oil_supply_temp_high;estag_3_inlet_temp_high;oil_reservoir_temp_l;timestamp
477;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.101563;0.054688;0.156250;0.625;0.35;27;27;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:01
478;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004375;0.093750;0.046875;0.148438;0.500;0.28;27;26;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:02
479;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.046875;0.148438;0.500;0.28;27;27;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:03
480;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.156250;0.563;0.32;27;27;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:04
481;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.085938;0.054688;0.148438;0.563;0.32;27;27;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:05
482;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.164063;0.625;0.35;27;27;39;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:06
483;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.054688;0.156250;0.625;0.35;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:07
484;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.046875;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:08
485;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.101563;0.054688;0.156250;0.625;0.35;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:09
486;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004375;0.093750;0.046875;0.156250;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:10
487;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.046875;0.156250;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:11
488;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.085938;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:12
489;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.093750;0.054688;0.156250;0.625;0.35;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:13
490;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.093750;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:14
491;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.046875;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:15
492;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.085938;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:16
493;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.018750;0.004062;0.085938;0.046875;0.148438;0.438;0.25;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:17
494;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.019687;0.004375;0.085938;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:18
495;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.006562;0.017812;0.004062;0.093750;0.046875;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:19
496;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.054688;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:20
497;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.018750;0.004062;0.093750;0.046875;0.148438;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:21
498;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004062;0.093750;0.046875;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:22
499;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.093750;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:23
500;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004375;0.093750;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:24
501;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.093750;0.046875;0.148438;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:25
502;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:26
503;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:27
504;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.101563;0.046875;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:28
505;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004375;0.093750;0.046875;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:29
506;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.018750;0.004375;0.093750;0.046875;0.148438;0.438;0.25;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:30
507;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.148438;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:31
508;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.054688;0.156250;0.625;0.35;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:32
509;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.054688;0.156250;0.625;0.35;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:33
510;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.006562;0.017812;0.004062;0.085938;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:34
511;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.018750;0.004062;0.093750;0.054688;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:35
512;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.085938;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:36
513;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004062;0.093750;0.046875;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:37
514;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004375;0.093750;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:38
515;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.018750;0.004375;0.085938;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:39
516;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.054688;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:40
517;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.046875;0.156250;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:41
518;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.054688;0.148438;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:42
519;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.085938;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:43
520;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.085938;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:44
521;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.016875;0.004062;0.093750;0.054688;0.156250;0.625;0.35;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:45
522;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.085938;0.046875;0.148438;0.438;0.25;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:46
523;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.156250;0.625;0.35;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:47
524;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.016875;0.004062;0.101563;0.046875;0.156250;0.625;0.35;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:48
525;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.016875;0.004062;0.101563;0.054688;0.164063;0.625;0.35;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:49
526;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.018750;0.004062;0.093750;0.046875;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:50
527;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.046875;0.156250;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:51
528;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.085938;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:52
529;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.006562;0.018750;0.004062;0.085938;0.046875;0.148438;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:53
530;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.054688;0.148438;0.563;0.32;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:54
531;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.018750;0.004062;0.085938;0.046875;0.156250;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:55
532;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.018750;0.004062;0.085938;0.046875;0.156250;0.500;0.28;27;27;38;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:56
533;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.018750;0.004062;0.085938;0.046875;0.148438;0.500;0.28;27;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:57
534;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.046875;0.148438;0.438;0.25;27;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:58
535;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.093750;0.054688;0.148438;0.438;0.25;27;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:59
536;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.018750;0.004062;0.093750;0.046875;0.148438;0.500;0.28;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:00
537;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.085938;0.046875;0.148438;0.500;0.28;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:01
538;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.016875;0.004062;0.093750;0.054688;0.156250;0.625;0.35;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:02
539;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.003750;0.093750;0.054688;0.156250;0.625;0.35;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:03
540;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.085938;0.046875;0.148438;0.500;0.28;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:04
541;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.054688;0.156250;0.625;0.35;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:05
542;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.003750;0.093750;0.054688;0.156250;0.563;0.32;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:06
543;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.003750;0.093750;0.054688;0.156250;0.625;0.35;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:07
544;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.054688;0.156250;0.625;0.35;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:08
545;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.054688;0.156250;0.563;0.32;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:09
546;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.085938;0.046875;0.148438;0.563;0.32;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:10
547;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.003750;0.093750;0.046875;0.156250;0.625;0.35;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:11
548;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.101563;0.054688;0.156250;0.625;0.35;28;27;37;35;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:12
549;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.046875;0.156250;0.563;0.32;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:13
550;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.046875;0.156250;0.563;0.32;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:14
551;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.003750;0.093750;0.054688;0.156250;0.625;0.35;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:15
552;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.085938;0.046875;0.148438;0.500;0.28;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:16
553;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.054688;0.156250;0.563;0.32;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:17
554;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003437;0.101563;0.054688;0.156250;0.625;0.35;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:18
555;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.003750;0.101563;0.054688;0.156250;0.625;0.35;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:19
556;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.101563;0.046875;0.156250;0.563;0.32;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:20
557;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.085938;0.046875;0.156250;0.500;0.28;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:21
558;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.085938;0.046875;0.148438;0.500;0.28;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:22
559;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.046875;0.148438;0.500;0.28;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:23
560;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.054688;0.156250;0.625;0.35;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:24
561;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.016875;0.003750;0.093750;0.054688;0.156250;0.563;0.32;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:25
562;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.101563;0.046875;0.156250;0.563;0.32;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:26
563;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.054688;0.156250;0.563;0.32;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:27
564;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.016875;0.003750;0.085938;0.046875;0.148438;0.500;0.28;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:28
565;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.003750;0.101563;0.046875;0.156250;0.625;0.35;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:29
566;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.093750;0.054688;0.148438;0.500;0.28;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:30
567;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.016875;0.003750;0.093750;0.054688;0.156250;0.563;0.32;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:31
568;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004062;0.093750;0.046875;0.148438;0.500;0.28;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:32
569;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.003750;0.085938;0.046875;0.148438;0.500;0.28;28;27;37;36;31;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 15:33
